Unnamed: 0,고객ID,Duration,총과금액,평균과금액,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,연령대,마지막과금일,최초과금일,평균유지기간(월),LTV2,Cluster,1년이후잔존확률,2년이후잔존확률
105,C-10109,,3818400,90914.28571,남성,80,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,5,2018-07-01,2022-01-01,No,55,,3033,4,43620,80대 이상,2021-12-01,2018-07-01 00:00:00,41.63333333,3785064.762,0,0.992501721,0.9675627
106,C-10110,1767,7260800,123064.4068,여성,73,Yes,No,0,1,Yes,신용카드,Yes,Yes,Yes,Yes,19,2016-03-01,2021-01-01,Yes,100,Attitude,5067,1,19100,70대,2021-01-01,2016-03-01 00:00:00,58.9,7248493.559,2,0.999166667,0.997774725
107,C-10111,304,1122200,102018.1818,남성,26,Yes,No,0,1,Yes,계좌이체,No,No,No,No,82,2020-05-01,2021-03-01,Yes,75,Competitor,3573,3,2260,20대,2021-03-01,2020-05-01 00:00:00,10.13333333,1033784.242,0,0.775015996,0.585849236
108,C-10112,,1824000,86857.14286,여성,59,No,No,0,0,Yes,신용카드,No,No,No,Yes,28,2020-04-01,2022-01-01,No,68,,5841,5,10510,50대,2021-12-01,2020-04-01 00:00:00,20.3,1763200,0,0.991524463,0.811684433
109,C-10113,183,746700,106671.4286,여성,78,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,17,2021-04-01,2021-10-01,Yes,77,Other,5721,3,32430,70대,2021-10-01,2021-04-01 00:00:00,6.1,650695.7143,0,0.356589552,0.233376022
110,C-10114,,8236300,101682.716,여성,47,Yes,Yes,1,7,No,계좌이체,Yes,No,No,No,16,2015-04-01,2022-01-01,No,49,,5629,3,43960,40대,2021-12-01,2015-04-01 00:00:00,81.2,8256636.543,2,1,0.996758476
111,C-10115,,9481000,121551.2821,여성,68,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,20,2015-07-01,2022-01-01,No,69,,4861,3,11870,60대,2021-12-01,2015-07-01 00:00:00,78.16666667,9501258.547,0,0.999677419,0.995730051
112,C-10116,2131,9638000,135746.4789,여성,30,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,52,2015-10-01,2021-08-01,Yes,87,Dissatisfaction,4838,1,11530,30대,2021-08-01,2015-10-01 00:00:00,71.03333333,9642524.883,2,0.999480721,0.998644775
113,C-10117,761,794900,30573.07692,남성,62,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-09-01,2021-10-01,Yes,79,Price,3779,3,6330,60대,2021-10-01,2019-09-01 00:00:00,25.36666667,775537.0513,1,0.988555509,0.983606587
114,C-10118,,1334100,23001.72414,여성,52,Yes,Yes,2,1,Yes,신용카드,No,No,No,No,0,2017-03-01,2022-01-01,No,77,,5596,5,27460,50대,2021-12-01,2017-03-01 00:00:00,57.86666667,1331033.103,1,0.99941127,0.997957488
115,C-10119,,8958400,135733.3333,여성,63,Yes,No,0,7,Yes,신용카드,Yes,Yes,Yes,Yes,26,2016-07-01,2022-01-01,No,67,,4488,4,12880,60대,2021-12-01,2016-07-01 00:00:00,65.96666667,8953875.556,2,1,1
116,C-10120,456,1961600,122600,여성,54,No,No,0,0,No,계좌이체,Yes,No,Yes,Yes,7,2020-09-01,2021-12-01,Yes,84,Competitor,2122,1,25310,50대,2021-12-01,2020-09-01 00:00:00,15.2,1863520,0,0.956466492,0.779370201
117,C-10121,,542200,22591.66667,여성,48,Yes,Yes,1,0,No,계좌이체,No,No,No,No,0,2020-01-01,2022-01-01,No,29,,3713,3,9380,40대,2021-12-01,2020-01-01 00:00:00,23.33333333,527138.8889,1,0.989419904,0.981706012
118,C-10122,,2011500,59161.76471,여성,51,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,22,2019-03-01,2022-01-01,No,73,,2875,3,0,50대,2021-12-01,2019-03-01 00:00:00,33.53333333,1983891.176,0,0.994391409,0.928626997
119,C-10123,,5600300,68296.34146,여성,22,No,No,0,9,No,계좌이체,No,Yes,Yes,Yes,85,2015-03-01,2022-01-01,No,42,,5640,4,0,20대,2021-12-01,2015-03-01 00:00:00,82.23333333,5616235.813,2,0.999756098,0.999241925
120,C-10124,,4190200,99766.66667,남성,52,No,No,0,0,Yes,신용카드,Yes,Yes,No,No,20,2018-07-01,2022-01-01,No,66,,5393,4,27910,50대,2021-12-01,2018-07-01 00:00:00,41.63333333,4153618.889,0,0.998913876,0.993291032
121,C-10125,,9953600,119922.8916,남성,22,No,No,0,1,No,계좌이체,No,Yes,No,Yes,59,2015-02-01,2022-01-01,No,37,,5876,5,31980,20대,2021-12-01,2015-02-01 00:00:00,83.16666667,9973587.149,2,0.995438044,0.978204938
122,C-10126,,1008600,24014.28571,남성,33,Yes,No,0,2,No,신용카드,No,No,No,No,0,2018-07-01,2022-01-01,No,74,,4006,5,11070,30대,2021-12-01,2018-07-01 00:00:00,41.63333333,999794.7619,1,0.998632348,0.998184364
123,C-10127,123,490800,98160,남성,26,Yes,No,0,5,Yes,계좌이체,No,Yes,No,Yes,19,2021-07-01,2021-11-01,Yes,73,Competitor,4939,3,32540,20대,2021-11-01,2021-07-01 00:00:00,4.1,402456,0,0.34544513,0.33300179
124,C-10128,61,293300,97766.66667,남성,58,No,No,0,0,Yes,계좌이체,No,No,No,Yes,28,2020-11-01,2021-01-01,Yes,67,Competitor,3273,1,15930,50대,2021-01-01,2020-11-01 00:00:00,2.033333333,198792.2222,0,0,0
125,C-10129,,516400,23472.72727,남성,22,No,Yes,1,0,Yes,계좌이체,No,No,No,No,0,2020-03-01,2022-01-01,No,48,,3044,5,8930,20대,2021-12-01,2020-03-01 00:00:00,21.33333333,500751.5152,1,0.995783902,0.985636416
126,C-10130,,1449900,90618.75,남성,66,No,No,0,0,No,계좌이체,Yes,No,No,Yes,29,2020-09-01,2022-01-01,No,40,,4033,3,41130,60대,2021-12-01,2020-09-01 00:00:00,15.2,1377405,0,0.853123161,0.568494122
127,C-10131,,3686800,57606.25,남성,69,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,19,2016-09-01,2022-01-01,No,67,,4865,3,0,60대,2021-12-01,2016-09-01 00:00:00,63.9,3681039.375,0,0.992240625,0.968674052
128,C-10132,150,334500,55750,남성,25,No,No,0,0,No,계좌이체,No,No,No,Yes,85,2021-02-01,2021-07-01,Yes,82,Competitor,2857,2,24860,20대,2021-07-01,2021-02-01 00:00:00,5,278750,0,0.027139066,0.022589844
129,C-10133,,470300,23515,남성,30,Yes,Yes,3,1,No,신용카드,No,No,No,No,0,2020-05-01,2022-01-01,No,32,,3899,4,3280,30대,2021-12-01,2020-05-01 00:00:00,19.3,453839.5,1,0.970395003,0.931004181
130,C-10134,,713200,50942.85714,여성,73,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2020-11-01,2022-01-01,No,44,,3805,3,27010,70대,2021-12-01,2020-11-01 00:00:00,13.16666667,670747.619,0,0.537914757,0.458968591
131,C-10135,,1429300,95286.66667,남성,46,No,No,0,0,No,계좌이체,No,Yes,No,Yes,26,2020-10-01,2022-01-01,No,43,,5828,5,15480,40대,2021-12-01,2020-10-01 00:00:00,14.2,1353070.667,0,0.85714654,0.632595105
132,C-10136,,2206000,71161.29032,남성,40,No,No,0,0,No,계좌이체,No,No,Yes,Yes,18,2019-06-01,2022-01-01,No,39,,3949,4,13450,40대,2021-12-01,2019-06-01 00:00:00,30.46666667,2168047.312,0,0.996197494,0.858946294
133,C-10137,,6883900,81951.19048,남성,53,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,32,,4262,5,4180,50대,2021-12-01,2015-01-01 00:00:00,84.2,6900290.238,2,0.999791667,0.998200187
134,C-10138,,3204900,42732,남성,76,Yes,No,0,2,No,계좌이체,Yes,No,Yes,Yes,7,2015-10-01,2022-01-01,No,48,,5089,3,0,70대,2021-12-01,2015-10-01 00:00:00,75.1,3209173.2,2,0.989082671,0.963815442
135,C-10139,,5282900,67729.48718,남성,38,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,29,2015-07-01,2022-01-01,No,77,,5500,4,0,30대,2021-12-01,2015-07-01 00:00:00,78.16666667,5294188.248,2,1,0.999518002
136,C-10140,31,198600,99300,남성,23,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,27,2021-03-01,2021-04-01,Yes,66,Competitor,3389,3,50400,20대,2021-04-01,2021-03-01 00:00:00,1.033333333,102610,0,0,0
137,C-10141,,6750100,93751.38889,여성,24,No,No,0,0,Yes,계좌이체,No,No,No,Yes,48,2016-01-01,2022-01-01,No,49,,5687,3,17290,20대,2021-12-01,2016-01-01 00:00:00,72.03333333,6753225.046,0,0.998201357,0.986605824
138,C-10142,,3222800,53713.33333,여성,43,Yes,Yes,3,3,No,신용카드,Yes,No,No,Yes,22,2017-01-01,2022-01-01,No,21,,5269,3,0,40대,2021-12-01,2017-01-01 00:00:00,59.83333333,3213847.778,2,0.997970925,0.984584198
139,C-10143,31,193400,96700,여성,45,No,No,0,0,Yes,신용카드,No,No,No,Yes,4,2021-05-01,2021-06-01,Yes,86,Other,3967,2,37630,40대,2021-06-01,2021-05-01 00:00:00,1.033333333,99923.33333,0,0,0
140,C-10144,457,1792700,112043.75,남성,49,No,No,0,0,Yes,계좌이체,No,No,No,Yes,15,2020-05-01,2021-08-01,Yes,77,Competitor,5264,1,55260,40대,2021-08-01,2020-05-01 00:00:00,15.23333333,1706799.792,0,0.973421825,0.79691296
141,C-10145,,8041300,129698.3871,여성,62,Yes,No,0,4,Yes,계좌이체,Yes,Yes,Yes,Yes,13,2016-11-01,2022-01-01,No,21,,4676,3,39100,60대,2021-12-01,2016-11-01 00:00:00,61.86666667,8024006.882,2,0.999782609,0.999130435
142,C-10146,,8914900,106129.7619,남성,25,Yes,Yes,1,10,No,신용카드,Yes,Yes,Yes,Yes,30,2015-01-01,2022-01-01,No,50,,4193,3,0,20대,2021-12-01,2015-01-01 00:00:00,84.2,8936125.952,2,1,1
143,C-10147,,5725700,98718.96552,여성,37,No,No,0,0,No,신용카드,Yes,Yes,No,No,21,2017-03-01,2022-01-01,No,49,,3509,4,0,30대,2021-12-01,2017-03-01 00:00:00,57.86666667,5712537.471,2,1,0.999642857
144,C-10148,,9287800,110569.0476,여성,35,Yes,Yes,1,4,No,계좌이체,Yes,Yes,Yes,Yes,19,2015-01-01,2022-01-01,No,75,,6342,4,0,30대,2021-12-01,2015-01-01 00:00:00,84.2,9309913.81,2,1,1
145,C-10149,,283700,21823.07692,남성,37,Yes,Yes,3,2,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,43,,2004,5,0,30대,2021-12-01,2020-12-01 00:00:00,12.16666667,265514.1026,1,0.861158914,0.858360443
146,C-10150,,874900,67300,여성,27,No,No,0,0,Yes,계좌이체,No,No,No,Yes,51,2020-12-01,2022-01-01,No,57,,5617,4,0,20대,2021-12-01,2020-12-01 00:00:00,12.16666667,818816.6667,0,0.8403441,0.743519096
147,C-10151,,8769200,111002.5316,여성,69,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,21,2015-06-01,2022-01-01,No,80,,5857,4,0,60대,2021-12-01,2015-06-01 00:00:00,79.16666667,8787700.422,2,0.997650862,0.996440094
148,C-10152,,5714700,95245,여성,44,Yes,Yes,1,5,No,계좌이체,No,Yes,Yes,Yes,27,2017-01-01,2022-01-01,No,50,,3246,4,10060,40대,2021-12-01,2017-01-01 00:00:00,59.83333333,5698825.833,2,1,0.999677419
149,C-10153,,10893400,129683.3333,여성,30,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,73,2015-01-01,2022-01-01,No,37,,5234,4,47350,30대,2021-12-01,2015-01-01 00:00:00,84.2,10919336.67,2,0.999693487,0.999185824
150,C-10154,,6094500,95226.5625,남성,64,Yes,No,0,6,Yes,신용카드,Yes,Yes,Yes,Yes,24,2016-09-01,2022-01-01,No,64,,4628,4,46670,60대,2021-12-01,2016-09-01 00:00:00,63.9,6084977.344,2,0.9995,0.999
151,C-10155,,4759400,60245.56962,여성,44,Yes,Yes,3,1,No,신용카드,No,Yes,No,Yes,28,2015-06-01,2022-01-01,No,51,,5122,5,53000,40대,2021-12-01,2015-06-01 00:00:00,79.16666667,4769440.928,2,0.995645972,0.982826007
152,C-10156,851,2789300,96182.75862,여성,58,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,13,2019-01-01,2021-05-01,Yes,98,Competitor,5201,1,19100,50대,2021-05-01,2019-01-01 00:00:00,28.36666667,2728384.253,0,0.975758058,0.75010705
153,C-10157,,3233000,73477.27273,여성,29,Yes,Yes,1,9,No,계좌이체,No,Yes,No,Yes,51,2018-05-01,2022-01-01,No,74,,5442,3,37630,20대,2021-12-01,2018-05-01 00:00:00,43.66666667,3208507.576,2,1,0.999
154,C-10158,820,2488800,88885.71429,여성,80,Yes,No,0,2,Yes,계좌이체,Yes,No,No,Yes,25,2019-02-01,2021-05-01,Yes,99,Attitude,4517,1,7910,80대 이상,2021-05-01,2019-02-01 00:00:00,27.33333333,2429542.857,0,0.968222492,0.883351214
155,C-10159,,1663100,110873.3333,남성,22,No,No,0,0,No,계좌이체,No,Yes,No,Yes,73,2020-10-01,2022-01-01,No,61,,5625,5,35600,20대,2021-12-01,2020-10-01 00:00:00,14.2,1574401.333,0,0.98875227,0.906746549
156,C-10160,62,287100,95700,남성,22,No,No,0,0,Yes,계좌이체,No,No,No,Yes,27,2020-12-01,2021-02-01,Yes,73,Competitor,3878,1,45650,20대,2021-02-01,2020-12-01 00:00:00,2.066666667,197780,0,0,0
157,C-10161,275,863300,86330,여성,50,No,Yes,2,0,Yes,신용카드,No,No,Yes,Yes,11,2020-04-01,2021-01-01,Yes,65,Competitor,3585,1,40120,50대,2021-01-01,2020-04-01 00:00:00,9.166666667,791358.3333,0,0.645473349,0.60248212
158,C-10162,,5260600,84848.3871,남성,53,Yes,Yes,2,10,Yes,신용카드,Yes,No,Yes,Yes,28,2016-11-01,2022-01-01,No,60,,4022,4,50290,50대,2021-12-01,2016-11-01 00:00:00,61.86666667,5249286.882,2,0.999166667,0.999166667
159,C-10163,,1940900,23384.33735,여성,45,Yes,Yes,2,1,No,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,23,,5043,3,35030,40대,2021-12-01,2015-02-01 00:00:00,83.16666667,1944797.39,1,0.997647007,0.997247007
160,C-10164,976,2906600,88078.78788,남성,76,Yes,No,0,2,Yes,계좌이체,No,No,No,Yes,10,2019-03-01,2021-11-01,Yes,69,Attitude,4105,2,53450,70대,2021-11-01,2019-03-01 00:00:00,32.53333333,2865496.566,0,0.948157944,0.847804263
161,C-10165,,3341200,119328.5714,여성,57,Yes,Yes,3,10,No,계좌이체,Yes,No,No,Yes,76,2019-09-01,2022-01-01,No,72,,3337,4,30850,50대,2021-12-01,2019-09-01 00:00:00,27.4,3269602.857,2,1,0.998920056
162,C-10166,,9886100,125140.5063,여성,45,Yes,Yes,3,8,Yes,계좌이체,No,No,Yes,Yes,22,2015-06-01,2022-01-01,No,59,,6383,5,20110,40대,2021-12-01,2015-06-01 00:00:00,79.16666667,9906956.751,2,1,1
163,C-10167,,11217200,133538.0952,남성,43,Yes,Yes,1,1,Yes,신용카드,Yes,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,70,,5879,3,17970,40대,2021-12-01,2015-01-01 00:00:00,84.2,11243907.62,2,1,0.999591837
164,C-10168,92,88100,22025,여성,41,No,No,0,0,No,계좌이체,No,No,No,No,0,2021-05-01,2021-08-01,Yes,83,Attitude,2647,3,27800,40대,2021-08-01,2021-05-01 00:00:00,3.066666667,67543.33333,1,0.001052632,0.001052632
165,C-10169,,1034200,29548.57143,남성,22,No,No,0,1,No,신용카드,No,No,No,No,0,2019-02-01,2022-01-01,No,30,,4031,5,54240,20대,2021-12-01,2019-02-01 00:00:00,34.46666667,1018440.762,1,0.997087861,0.989798294
166,C-10170,,6823600,81233.33333,남성,62,Yes,Yes,2,1,No,계좌이체,Yes,Yes,Yes,Yes,18,2015-01-01,2022-01-01,No,77,,6233,3,32090,60대,2021-12-01,2015-01-01 00:00:00,84.2,6839846.667,2,0.998333333,0.996970229
167,C-10171,,1327800,69884.21053,남성,21,No,No,0,9,No,신용카드,Yes,Yes,No,Yes,47,2020-06-01,2022-01-01,No,76,,3332,3,0,20대,2021-12-01,2020-06-01 00:00:00,18.26666667,1276551.579,2,0.982356326,0.955937382
168,C-10172,,1256400,62820,남성,49,Yes,Yes,3,10,Yes,계좌이체,No,No,No,Yes,57,2020-05-01,2022-01-01,No,62,,4854,4,1810,40대,2021-12-01,2020-05-01 00:00:00,19.3,1212426,2,0.989163706,0.975269263
169,C-10173,,4621800,59253.84615,남성,33,Yes,Yes,2,9,No,계좌이체,No,No,Yes,No,23,2015-07-01,2022-01-01,No,30,,4652,4,0,30대,2021-12-01,2015-07-01 00:00:00,78.16666667,4631675.641,2,0.999722222,0.998699234
170,C-10174,153,151700,25283.33333,남성,30,No,No,0,0,No,신용카드,No,No,No,No,0,2021-07-01,2021-12-01,Yes,66,Attitude,2604,3,38760,30대,2021-12-01,2021-07-01 00:00:00,5.1,128945,1,0.008244612,0.008244612
171,C-10175,1491,6142200,122844,남성,38,No,Yes,1,0,Yes,계좌이체,No,Yes,No,Yes,11,2017-09-01,2021-10-01,Yes,89,Competitor,5340,1,50060,30대,2021-10-01,2017-09-01 00:00:00,49.7,6105346.8,0,0.999473319,0.992104207
172,C-10176,,1735000,23133.33333,남성,56,Yes,No,0,2,Yes,계좌이체,No,No,No,No,0,2015-10-01,2022-01-01,No,74,,5151,3,43390,50대,2021-12-01,2015-10-01 00:00:00,75.1,1737313.333,1,0.997387234,0.992938075
173,C-10177,,843700,35154.16667,여성,70,Yes,Yes,1,1,Yes,이체/메일확인,No,No,Yes,Yes,14,2020-01-01,2022-01-01,No,75,,3353,4,0,70대,2021-12-01,2020-01-01 00:00:00,23.33333333,820263.8889,0,0.615381155,0.426784669
174,C-10178,,2538900,65100,남성,54,Yes,Yes,3,5,Yes,신용카드,Yes,Yes,No,Yes,53,2018-10-01,2022-01-01,No,41,,3519,3,40910,50대,2021-12-01,2018-10-01 00:00:00,38.56666667,2510690,2,0.993303457,0.962994458
175,C-10179,,3391700,72163.82979,여성,57,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,20,2018-02-01,2022-01-01,No,34,,3463,4,50620,50대,2021-12-01,2018-02-01 00:00:00,46.63333333,3365239.929,0,0.997514285,0.982695948
176,C-10180,,6716700,101768.1818,여성,40,Yes,Yes,2,7,Yes,계좌이체,No,Yes,Yes,Yes,12,2016-07-01,2022-01-01,No,45,,6275,3,4860,40대,2021-12-01,2016-07-01 00:00:00,65.96666667,6713307.727,2,1,0.999477419
177,C-10181,31,228800,114400,남성,56,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2021-03-01,2021-04-01,Yes,71,Competitor,5962,1,6330,50대,2021-04-01,2021-03-01 00:00:00,1.033333333,118213.3333,0,0,0
178,C-10182,,1234600,72623.52941,남성,38,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,5,2020-08-01,2022-01-01,No,42,,3099,4,15820,30대,2021-12-01,2020-08-01 00:00:00,16.23333333,1178921.961,0,0.812204897,0.674638468
179,C-10183,,2385400,76948.3871,남성,61,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,6,2019-06-01,2022-01-01,No,39,,2051,4,47230,60대,2021-12-01,2019-06-01 00:00:00,30.46666667,2344360.86,0,0.980960028,0.890026911
180,C-10184,,3706300,57910.9375,남성,35,Yes,Yes,2,1,No,신용카드,No,Yes,Yes,Yes,17,2016-09-01,2022-01-01,No,47,,5396,4,0,30대,2021-12-01,2016-09-01 00:00:00,63.9,3700508.906,2,0.998310386,0.971834808
181,C-10185,,6489300,77253.57143,여성,61,Yes,Yes,3,8,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2015-01-01,2022-01-01,No,32,,6107,4,0,60대,2021-12-01,2015-01-01 00:00:00,84.2,6504750.714,2,1,0.999545455
182,C-10186,,1060000,24090.90909,남성,50,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2018-05-01,2022-01-01,No,20,,3398,5,16840,50대,2021-12-01,2018-05-01 00:00:00,43.66666667,1051969.697,1,0.999739177,0.999583281
183,C-10187,242,1051100,116788.8889,여성,47,Yes,No,0,1,No,계좌이체,No,Yes,No,Yes,6,2020-11-01,2021-07-01,Yes,76,Competitor,2750,2,19100,40대,2021-07-01,2020-11-01 00:00:00,8.066666667,942097.037,0,0.590652314,0.367952114
184,C-10188,,4041500,76254.71698,남성,35,No,No,0,0,No,이체/메일확인,No,No,No,No,30,2017-08-01,2022-01-01,No,57,,5043,4,42490,30대,2021-12-01,2017-08-01 00:00:00,52.76666667,4023707.233,1,0.993257353,0.982224977
185,C-10189,,376700,22158.82353,남성,32,No,No,0,0,Yes,신용카드,No,No,No,No,0,2020-08-01,2022-01-01,No,27,,3056,3,23730,30대,2021-12-01,2020-08-01 00:00:00,16.23333333,359711.5686,1,0.990421131,0.909009407
186,C-10190,,977100,42482.6087,여성,54,No,Yes,1,0,Yes,신용카드,Yes,No,Yes,No,17,2020-02-01,2022-01-01,No,67,,4265,4,0,50대,2021-12-01,2020-02-01 00:00:00,22.3,947362.1739,1,0.893844696,0.823303732
187,C-10191,153,679200,113200,남성,61,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,11,2021-07-01,2021-12-01,Yes,66,Competitor,4192,1,35140,60대,2021-12-01,2021-07-01 00:00:00,5.1,577320,0,0.193248885,0.176765609
188,C-10192,,596300,21296.42857,여성,62,No,No,0,0,No,신용카드,No,No,No,No,0,2019-09-01,2022-01-01,No,60,,4336,5,46900,60대,2021-12-01,2019-09-01 00:00:00,27.4,583522.1429,1,0.993582492,0.992332724
189,C-10193,,10433500,125704.8193,남성,80,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,9,2015-02-01,2022-01-01,No,54,,4921,4,6890,80대 이상,2021-12-01,2015-02-01 00:00:00,83.16666667,10454450.8,2,0.999390244,0.995717011
190,C-10194,,1102000,47913.04348,여성,23,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2020-02-01,2022-01-01,No,62,,2133,5,0,20대,2021-12-01,2020-02-01 00:00:00,22.3,1068460.87,0,0.942820641,0.878645737
191,C-10195,1856,7283500,117475.8065,여성,63,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,7,2016-09-01,2021-10-01,Yes,77,Dissatisfaction,5612,3,55710,60대,2021-10-01,2016-09-01 00:00:00,61.86666667,7267836.559,2,0.99571818,0.987754993
192,C-10196,,8301400,100016.8675,여성,50,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2015-02-01,2022-01-01,No,28,,5643,3,26100,50대,2021-12-01,2015-02-01 00:00:00,83.16666667,8318069.478,2,0.999677419,0.999677419
193,C-10197,,474700,22604.7619,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2020-04-01,2022-01-01,No,63,,2788,3,45990,50대,2021-12-01,2020-04-01 00:00:00,20.3,458876.6667,1,0.996459938,0.976213301
194,C-10198,,1037800,57655.55556,여성,63,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,8,2020-07-01,2022-01-01,No,60,,3672,3,44300,60대,2021-12-01,2020-07-01 00:00:00,17.26666667,995519.2593,0,0.769693645,0.66170712
195,C-10199,792,2851100,105596.2963,여성,58,No,No,0,0,Yes,계좌이체,No,No,No,No,22,2019-04-01,2021-06-01,Yes,82,Dissatisfaction,4910,2,43050,50대,2021-06-01,2019-04-01 00:00:00,26.4,2787742.222,0,0.992355932,0.929295467
196,C-10200,,1127400,62633.33333,여성,29,No,No,0,0,No,이체/메일확인,Yes,Yes,No,No,30,2020-07-01,2022-01-01,No,42,,5377,4,7910,20대,2021-12-01,2020-07-01 00:00:00,17.26666667,1081468.889,0,0.866723462,0.732568091
197,C-10201,,2271000,98739.13043,남성,54,No,No,0,0,No,계좌이체,No,No,No,Yes,15,2020-02-01,2022-01-01,No,60,,4924,4,34580,50대,2021-12-01,2020-02-01 00:00:00,22.3,2201882.609,0,0.993725074,0.878772793
198,C-10202,31,200300,100150,남성,25,Yes,No,0,1,Yes,계좌이체,No,No,No,No,73,2021-08-01,2021-09-01,Yes,91,Competitor,4273,1,49380,20대,2021-09-01,2021-08-01 00:00:00,1.033333333,103488.3333,0,0,0
199,C-10203,,1447400,23727.86885,여성,31,Yes,No,0,10,Yes,계좌이체,No,No,No,No,0,2016-12-01,2022-01-01,No,37,,5422,5,3160,30대,2021-12-01,2016-12-01 00:00:00,60.86666667,1444236.284,1,1,1
200,C-10204,,1087400,72493.33333,여성,25,Yes,Yes,2,9,Yes,신용카드,No,Yes,No,Yes,51,2020-10-01,2022-01-01,No,52,,3654,3,13000,20대,2021-12-01,2020-10-01 00:00:00,14.2,1029405.333,2,0.948693138,0.925771507
201,C-10205,,7587500,116730.7692,여성,46,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,13,2016-08-01,2022-01-01,No,23,,4754,3,49270,40대,2021-12-01,2016-08-01 00:00:00,64.93333333,7579717.949,2,1,0.998518519
202,C-10206,700,2848800,118700,남성,28,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,27,2019-06-01,2021-05-01,Yes,83,Other,3425,1,42940,20대,2021-05-01,2019-06-01 00:00:00,23.33333333,2769666.667,2,0.985710184,0.800127329
203,C-10207,59,151500,50500,남성,63,No,No,0,0,No,계좌이체,No,No,No,Yes,9,2021-02-01,2021-04-01,Yes,81,Competitor,3478,1,28820,60대,2021-04-01,2021-02-01 00:00:00,1.966666667,99316.66667,0,0,0
204,C-10208,31,126700,63350,남성,37,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,9,2021-07-01,2021-08-01,Yes,77,Attitude,5687,1,12880,30대,2021-08-01,2021-07-01 00:00:00,1.033333333,65461.66667,0,0,0
205,C-10209,,452000,30133.33333,남성,44,No,Yes,1,0,Yes,신용카드,No,No,No,No,0,2020-10-01,2022-01-01,No,77,,4315,5,38310,40대,2021-12-01,2020-10-01 00:00:00,14.2,427893.3333,1,0.996412854,0.972529218
206,C-10210,2069,8177900,118520.2899,여성,74,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,24,2015-09-01,2021-05-01,Yes,70,Competitor,4481,1,24070,70대,2021-05-01,2015-09-01 00:00:00,68.96666667,8173949.324,2,0.998841723,0.994635567
207,C-10211,243,990400,110044.4444,남성,44,No,No,0,0,Yes,계좌이체,No,No,No,No,10,2020-10-01,2021-06-01,Yes,94,Competitor,5811,1,22040,40대,2021-06-01,2020-10-01 00:00:00,8.1,891360,1,0.546342937,0.476306767
208,C-10212,,9395600,114580.4878,여성,21,No,No,0,9,Yes,계좌이체,No,No,No,No,26,2015-03-01,2022-01-01,No,35,,4252,4,18870,20대,2021-12-01,2015-03-01 00:00:00,82.23333333,9422335.447,2,0.996065076,0.994252576
209,C-10213,,6002000,117686.2745,남성,62,Yes,Yes,3,9,No,계좌이체,No,No,No,Yes,75,2017-10-01,2022-01-01,No,64,,5434,3,0,60대,2021-12-01,2017-10-01 00:00:00,50.73333333,5970616.993,2,0.9996875,0.998832955
210,C-10214,31,160700,80350,여성,43,No,No,0,0,Yes,계좌이체,No,No,No,Yes,25,2021-03-01,2021-04-01,Yes,84,Competitor,3706,1,0,40대,2021-04-01,2021-03-01 00:00:00,1.033333333,83028.33333,0,0,0
